x,y
95,60
155,78
7,175
172,101
89,111
158,147
145,72
156,39
31,19
63,191
78,18
72,119
121,107
26,91
147,101
74,155
111,51
105,77
147,54
76,13
188,159
99,196
180,18
155,152
79,89
31,113
63,195
185,66
15,158
98,144
112,138
139,22
157,175
55,45
160,5
6,126
138,123
136,23
40,12
151,23
86,19
55,132
144,88
63,118
94,149
132,55
55,179
32,108
48,33
7,1
96,123
98,10
44,159
38,12
178,6
6,135
190,39
44,160
197,184
19,101
130,86
136,102
77,85
112,104
22,155
22,169
37,177
67,113
60,123
128,146
103,121
8,139
1,146
92,72
172,170
124,131
180,54
127,125
1,150
187,166
76,40
41,33
144,75
43,76
158,176
16,174
22,193
19,105
7,76
20,14
62,44
28,177
158,170
59,41
94,95
77,167
157,160
125,6
145,29
126,35
60,17
127,75
91,142
92,108
40,178
187,33
196,170
57,126
153,162
145,165
43,99
79,168
89,53
74,33
3,69
58,157
47,176
140,17
66,174
45,56
184,58
122,28
28,195
43,65
188,67
100,175
101,4
113,161
112,62
69,181
167,49
24,32
160,179
21,167
136,107
153,185
174,138
172,7
43,171
152,46
138,137
19,116
170,38
101,40
124,41
134,80
161,87
23,114
196,89
198,68
112,78
61,173
147,53
101,157
58,111
154,190
105,184
150,118
198,20
21,154
43,19
26,145
60,92
42,178
3,98
134,19
9,50
115,13
137,24
25,196
165,168
168,102
5,60
47,70
162,113
40,92
122,24
141,158
170,77
105,6
73,144
113,48
63,167
116,114
151,16
75,152
137,65
34,161
178,20
145,140
114,99
34,76
48,156
172,73
92,23
41,43
54,4
108,135
173,194
80,173
111,12
44,55
185,61
148,50
102,49
60,184
78,24
146,91
71,150
71,102
167,194
79,191
44,42
183,53
178,142
135,103
141,143
190,153
85,56
160,175
152,91
94,125
56,50
98,171
100,111
80,71
23,81
14,151
108,90
136,110
177,131
85,182
192,108
102,59
2,137
55,35
95,75
50,36
114,78
117,11
197,4
182,149
156,139
105,177
146,106
94,121
8,184
13,93
150,6
65,92
47,7
138,17
85,155
90,15
153,23
39,181
100,31
134,96
120,33
67,131
88,15
145,125
133,8
161,182
108,187
181,90
90,129
150,145
38,100
96,14
177,85
158,113
9,112
120,59
95,114
154,44
178,35
181,38
99,2
85,108
162,62
176,102
135,54
89,69
88,27
198,48
185,123
69,76
2,78
6,179
112,151
122,66
3,5
129,95
37,89
123,75
166,102
152,57
18,22
72,94
110,143
92,126
131,155
69,177
188,34
60,21
41,163
104,152
104,161
81,93
167,118
88,71
11,14
173,115
60,46
33,154
88,68
77,25
21,73
89,134
181,11
7,35
158,178
125,153
77,141
81,104
22,150
137,87
68,135
104,52
58,52
145,59
163,155
98,136
45,65
183,104
145,119
135,118
138,43
16,142
127,108
11,156
149,92
143,103
71,87
11,88
197,133
57,193
20,115
168,149
39,47
128,187
113,71
119,24
184,158
93,166
199,152
16,72
59,124
129,14
111,85
119,181
118,114
194,191
44,189
9,8
71,47
187,89
155,16
40,98
92,134
25,33
151,124
11,181
38,142
102,53
181,139
148,73
172,47
198,35
109,10
41,166
99,198
99,121
170,26
8,54
74,165
161,178
83,34
6,79
75,156
96,63
28,106
26,101
100,185
78,40
120,7
180,198
181,181
38,139
130,3
107,179
9,117
186,117
166,62
35,135
169,27
156,97
181,153
47,62
183,21
61,42
94,97
121,95
158,156
139,187
130,44
145,3
7,46
16,99
142,156
166,108
25,106
133,2
86,20
17,89
45,188
64,73
161,22
59,69
109,198
18,118
108,131
6,9
169,30
177,170
2,56
171,112
115,150
182,70
189,155
182,63
54,115
177,87
141,138
190,167
141,100
147,125
54,92
170,170
126,189
161,45
120,3
140,173
139,72
149,5
66,117
4,44
18,14
193,197
75,194
184,143
59,82
87,16
164,111
123,196
76,138
65,122
25,165
163,190
177,151
73,115
182,184
10,87
115,134
47,4
83,149
105,22
81,153
197,49
79,29
119,53
92,31
173,136
102,129
7,185
40,3
13,46
174,154
4,36
62,41
185,146
184,108
13,101
159,36
38,92
49,151
136,84
71,83
7,37
143,107
3,156
18,104
159,62
126,141
30,140
190,11
81,176
136,119
149,115
102,2
84,178
179,181
190,130
102,106
92,66
95,185
42,46
87,3
87,37
47,156
76,24
163,71
118,12
77,2
69,164
30,13
101,170
70,71
39,105
121,10
15,21
65,47
54,146
188,175
192,99
148,127
11,148
7,127
111,35
90,5
106,126
118,118
70,59
157,11
97,129
74,72
46,63
7,63
48,193
81,89
187,17
36,127
129,43
170,95
65,116
196,29
154,6
174,13
134,61
20,189
46,2
35,107
147,38
181,71
131,96
138,13
2,167
129,106
3,26
148,175
19,174
129,144
105,141
77,34
192,181
97,85
103,92
174,15
23,21
176,57
27,194
37,119
83,130
198,37
125,129
187,107
61,185
152,87
48,32
118,52
67,58
108,94
50,138
178,43
76,121
145,155
23,88
132,166
189,127
123,190
109,93
133,6
143,160
3,38
122,140
61,32
194,151
149,23
94,167
91,73
80,88
118,57
196,132
40,163
96,115
97,196
104,62
86,156
48,106
116,97
136,66
124,195
151,4
54,107
166,153
154,135
147,176
130,93
185,62
114,29
81,72
23,163
13,103
15,195
17,123
50,192
23,103
143,117
181,87
64,31
70,131
170,186
143,153
45,163
81,172
184,32
2,126
154,180
188,167
13,13
20,61
176,160
143,14
75,155
50,123
143,128
180,161
113,173
36,5
183,127
170,194
142,154
111,75
86,195
166,156
63,86
63,55
197,25
123,119
4,92
34,149
94,61
103,20
143,148
96,82
17,60
66,112
115,185
97,182
36,182
158,150
101,167
107,12
170,191
74,157
69,52
174,91
177,123
66,91
143,181
36,39
166,28
122,114
185,53
92,46
52,74
56,125
21,83
63,157
97,103
56,194
57,124
133,117
104,39
145,137
77,67
48,150
146,104
95,62
100,57
70,159
86,154
64,15
100,166
113,185
179,110
124,99
37,39
132,118
143,111
103,83
64,41
177,125
14,143
152,180
145,174
153,72
69,105
122,177
119,32
24,157
25,68
109,147
100,193
90,108
61,76
185,144
158,10
39,82
96,132
101,57
118,180
131,60
171,16
94,182
48,127
192,173
136,55
131,165
45,68
167,67
16,158
43,161
26,186
41,121
12,61
20,177
143,132
116,3
146,36
66,108
37,150
19,161
102,182
20,16
146,23
161,157
123,55
51,172
45,113
19,167
156,51
95,154
187,4
1,138
154,192
57,156
70,197
61,112
178,150
120,164
100,1
184,130
83,22
162,120
129,159
120,74
164,133
108,197
175,151
34,108
128,118
56,88
125,35
40,23
50,61
75,190
151,63
35,152
172,9
32,55
47,154
76,94
50,6
40,104
110,16
157,142
188,66
20,37
74,98
50,113
10,191
82,44
26,76
35,117
30,51
68,106
144,80
190,152
32,23
10,64
42,48
33,150
52,113
120,69
23,137
90,158
173,162
111,40
166,66
10,46
171,94
78,111
46,177
131,90
149,160
111,98
4,183
128,185
153,94
12,139
198,18
12,92
140,189
75,97
74,111
174,66
72,139
134,139
37,24
186,174
43,80
189,176
129,169
111,105
79,186
72,51
29,32
71,52
43,139
21,34
157,54
67,173
12,62
2,34
122,155
115,59
135,65
23,90
45,35
72,16
112,72
4,91
159,144
185,25
105,122
85,129
9,12
21,36
32,80
65,80
53,4
184,93
197,23
173,1
182,51
184,4
11,110
104,76
117,82
45,195
33,39
57,41
130,21
81,32
132,101
35,66
55,58
139,34
76,48
111,15
71,72
138,181
164,102
56,155
178,74
14,103
185,171
11,30
45,178
80,10
154,118
18,55
80,195
106,44
22,166
170,140
68,36
121,27
91,115
67,9
148,147
173,23
73,51
37,27
51,135
91,124
18,194
176,66
68,86
85,35
100,162
106,49
77,39
184,128
82,174
2,105
47,128
15,84
97,15
159,138
17,165
127,77
42,110
35,160
143,141
14,18
146,166
95,49
8,196
1,58
159,112
132,68
120,57
4,94
187,185
19,29
9,47
49,16
19,184
24,143
98,120
121,46
56,68
192,41
180,147
196,153
185,12
157,198
34,180
5,100
47,152
61,65
28,143
172,140
117,10
5,197
151,42
178,86
180,122
96,162
124,60
154,184
153,58
100,102
58,101
14,85
96,191
155,7
62,94
87,186
18,72
40,54
18,136
121,154
63,125
74,37
185,152
34,110
113,29
111,173
183,161
160,77
194,194
111,4
158,90
69,166
164,175
2,162
160,183
16,54
128,114
88,130
104,150
169,39
114,97
21,35
67,189
157,45
157,187
26,155
63,47
60,3
3,63
78,165
128,168
108,166
18,2
4,137
5,142
163,43
56,173
152,31
8,48
12,38
52,138
116,131
174,158
68,13
91,51
39,49
171,76
189,178
97,87
6,114
169,52
171,192
153,122
77,15
120,190
110,45
59,148
33,11
127,173
71,164
82,36
182,167
26,157
80,138
67,132
76,86
44,176
42,16
110,92
88,185
173,92
137,52
176,126
122,47
180,16
48,35
25,51
63,61
138,177
126,3
102,69
91,25
159,178
196,95
133,40
141,127
64,174
153,88
169,74
104,29
121,139
77,164
31,145
114,162
33,109
144,25
4,172
140,139
139,20
25,97
43,97
144,159
45,126
147,74
146,71
171,92
149,74
168,125
37,106
120,188
33,152
103,195
80,153
33,164
122,130
79,115
167,148
80,140
106,104
144,84
89,73
126,78
137,12
102,110
32,130
60,133
176,154
63,28
198,60
121,189
117,181
163,103
178,186
105,179
66,99
167,126
130,99
89,109
162,135
184,88
153,45
80,116
1,84
173,76
56,20
27,183
132,137
30,144
42,160
113,181
132,154
157,196
155,82
29,2
101,30
194,64
178,134
61,143
155,150
100,142
118,31
17,138
22,44
80,177
42,36
169,61
44,110
118,101
34,143
134,75
187,125
58,127
93,124
88,46
53,162
168,191
110,70
193,99
69,25
52,128
3,132
86,40
165,13
135,74
7,71
88,117
67,164
144,156
145,14
112,80
101,68
166,18
71,142
175,131
188,75
28,44
151,195
75,33
3,11
111,94
64,155
128,31
66,31
46,127
91,143
189,125
173,94
63,76
58,123
139,145
112,22
48,36
126,39
65,142
147,26
170,4
184,86
184,26
13,112
118,98
169,63
81,130
76,74
187,175
164,44
44,2
87,170
190,76
196,66
69,160
3,101
34,179
140,159
125,42
106,183
147,11
70,7
139,149
53,80
73,62
78,114
156,137
159,43
49,87
4,107
91,49
26,118
127,192
169,141
124,83
128,9
119,22
5,157
78,113
109,61
195,90
187,180
98,69
111,83
119,13
65,59
193,78
178,152
74,105
34,104
112,28
120,96
83,85
115,39
42,98
146,170
58,68
163,49
194,77
56,21
57,76
85,164
145,123
125,43
26,98
156,29
17,161
121,155
183,148
155,116
89,37
1,123
183,31
24,63
55,43
48,173
56,8
65,107
93,131
138,86
10,137
84,109
186,99
1,86
40,25
50,189
91,127
83,104
79,21
167,15
195,12
65,169
134,41
64,170
170,37
187,187
25,169
60,138
54,93
68,119
180,196
142,3
33,133
70,84
21,88
85,163
68,186
133,169
39,150
3,7
52,102
120,85
17,3
6,107
84,60
8,169
99,70
79,53
126,79
32,165
154,195
186,188
57,122
197,67
149,40
162,187
187,158
62,197
191,156
47,8
181,84
117,30
118,62
120,178
25,127
81,137
181,29
145,76
111,106
71,91
93,183
104,154
11,193
87,143
90,84
147,152
197,19
188,44
105,181
98,110
114,17
3,129
82,167
163,26
41,184
155,191
21,139
3,15
40,77
56,13
140,192
54,28
38,28
170,60
130,51
152,6
160,156
183,136
20,22
110,156
194,179
167,80
81,47
82,159
185,116
4,155
186,126
189,80
167,57
75,12
112,21
12,26
193,157
9,134
99,176
37,189
85,49
92,125
192,184
37,184
82,127
11,155
169,96
73,17
97,47
139,52
141,134
165,134
175,163
41,87
170,64
176,150
92,173
151,94
97,192
172,125
180,8
120,175
167,139
108,35
13,63
146,193
100,26
195,74
21,54
94,162
121,138
158,186
76,117
113,57
164,127
145,115
8,68
30,132
119,60
95,126
133,104
11,19
59,28
93,103
60,112
3,84
177,96
38,90
7,18
34,106
55,25
150,69
92,176
106,199
46,71
115,90
95,170
169,17
47,188
155,104
186,81
195,107
93,22
166,118
9,179
141,190
66,127
10,126
108,180
100,61
112,16
184,65
75,112
73,87
28,13
111,154
100,28
4,6
21,165
89,194
68,174
134,25
182,135
113,85
194,79
10,42
13,39
115,52
17,147
88,3
10,85
165,7
189,185
104,171
150,29
104,175
182,88
97,78
31,79
7,142
92,104
3,187
43,115
97,154
12,109
118,110
188,165
154,107
185,168
166,120
69,128
154,155
40,166
137,1
29,58
14,82
184,160
60,79
80,65
23,23
31,129
12,28
104,131
173,116
20,153
133,95
173,174
3,124
112,18
160,63
70,104
45,23
19,188
84,84
37,122
113,150
64,3
2,147
78,28
17,183
89,90
185,102
161,24
138,117
75,125
127,136
46,153
8,59
180,124
98,123
33,107
111,118
193,65
84,191
121,26
16,69
72,194
95,139
87,47
7,26
13,190
142,175
21,146
135,163
63,11
10,114
137,42
10,40
196,18
110,39
152,44
172,70
90,66
87,55
166,2
144,56
16,194
23,16
158,55
120,78
141,4
186,88
177,149
177,116
87,6
96,103
8,79
170,56
127,4
166,103
172,146
54,109
151,172
10,25
107,147
184,145
173,139
124,34
84,107
119,179
34,153
30,58
1,98
25,178
192,3
109,64
195,23
59,9
81,76
180,46
85,85
52,109
172,119
167,172
188,88
68,26
109,83
51,108
44,3
13,81
143,89
194,175
162,105
12,52
38,129
147,52
102,142
103,30
77,192
132,59
36,8
75,127
144,82
187,76
24,100
35,103
117,70
80,79
61,113
25,101
88,89
114,151
192,119
37,187
111,121
58,106
198,134
117,175
164,184
19,33
2,40
20,149
34,57
189,156
9,43
182,1
161,4
122,39
186,165
161,13
74,13
76,50
140,175
33,24
33,9
45,46
195,8
42,170
198,7
179,73
76,111
189,154
24,31
91,65
77,73
146,73
181,159
46,47
18,115
108,126
81,180
150,67
166,72
31,56
59,110
55,41
79,139
57,45
91,158
97,71
41,97
167,103
127,106
77,191
65,37
48,15
30,59
193,176
181,161
104,68
78,46
143,123
153,34
178,34
29,117
69,136
83,137
174,133
180,110
30,52
153,96
186,56
127,94
46,182
40,198
45,132
91,61
178,18
49,176
26,100
130,36
157,144
135,90
112,56
142,193
19,15
175,175
99,191
100,198
76,118
63,116
194,8
49,186
137,67
58,15
22,136
34,142
188,184
23,194
179,67
135,176
1,47
153,9
63,67
29,66
140,15
142,63
112,147
111,63
101,132
93,62
110,62
31,86
84,52
146,28
89,39
152,184
159,6
146,56
9,173
135,12
86,105
176,48
68,30
51,137
110,72
16,71
28,94
8,2
108,170
162,54
152,159
143,185
15,161
64,197
16,14
6,132
127,149
126,44
33,17
46,181
11,170
25,134
22,189
26,187
149,111
11,56
95,166
124,19
127,184
102,24
162,179
60,73
12,70
118,4
86,58
193,12
95,64
159,142
189,17
183,62
89,10
171,25
108,133
61,5
195,6
104,98
158,37
31,26
122,52
35,39
120,80
68,152
75,91
115,18
20,49
93,85
42,80
116,99
150,37
180,176
151,133
151,100
186,128
192,144
8,15
49,65
9,150
189,107
42,3
92,178
72,141
98,173
189,123
183,166
94,153
134,167
59,195
195,99
198,123
78,138
160,21
187,184
60,64
4,19
90,116
192,37
62,173
131,19
134,125
8,176
88,100
139,103
29,37
132,84
13,158
83,188
24,94
20,34
26,178
34,102
23,188
156,10
66,131
18,166
166,6
86,48
120,50
131,30
56,159
5,136
145,26
146,153
160,190
13,88
105,120
31,64
121,82
195,54
140,19
169,169
125,61
132,90
95,87
50,197
167,170
194,123
153,133
59,119
147,143
124,144
191,176
111,155
134,152
140,13
60,98
64,44
72,4
178,184
192,101
165,61
113,139
176,86
186,141
97,131
131,123
33,75
178,41
179,116
184,12
160,154
37,166
187,25
82,27
66,93
148,12
35,126
164,21
61,170
48,4
122,146
193,152
92,189
135,128
114,120
132,193
32,110
58,50
12,120
177,36
8,171
141,36
159,46
148,108
4,101
10,94
176,59
109,1
94,25
53,73
147,29
69,65
181,64
51,6
77,101
94,102
22,81
93,192
77,74
65,51
25,99
85,42
61,124
61,97
53,101
155,20
72,184
180,193
122,76
125,25
191,168
36,98
134,135
59,130
134,59
97,83
32,155
129,49
25,83
80,129
159,174
32,10
141,160
116,112
61,157
80,46
68,22
38,151
7,88
75,3
126,59
121,191
16,2
37,47
197,152
4,17
25,185
87,196
168,30
15,11
154,101
185,148
193,93
20,160
53,129
79,127
59,30
121,165
26,179
154,74
181,40
150,41
16,119
52,198
110,78
195,181
23,71
60,42
62,43
119,138
78,36
100,21
13,94
10,5
171,48
111,57
152,48
56,25
164,161
38,118
134,182
72,7
137,184
145,55
65,70
60,101
70,119
136,115
145,124
11,119
193,109
19,22
155,52
179,3
147,91
74,176
196,68
49,84
121,24
194,60
40,69
144,180
94,155
197,36
144,13
16,155
56,72
122,116
41,197
39,121
146,64
189,10
184,28
67,144
170,180
106,106
114,107
129,167
167,69
59,7
94,80
74,96
62,11
115,191
138,15
152,190
85,150
182,132
182,175
49,107
123,96
7,86
172,138
37,156
101,183
111,90
30,145
43,197
3,47
158,188
126,5
40,46
48,153
59,105
146,156
47,39
67,185
116,41
29,178
62,99
101,186
180,86
194,9
42,102
123,61
55,90
89,129
106,42
148,173
71,74
128,128
74,28
61,145
67,25
58,85
78,26
42,116
83,171
96,125
108,72
152,66
125,27
98,196
21,29
103,36
16,12
47,99
3,52
125,131
191,131
177,58
13,50
56,145
108,195
26,110
159,53
73,45
24,129
70,186
110,146
85,153
110,133
2,4
60,109
51,64
31,156
57,17
124,36
76,96
195,150
164,113
15,154
148,114
109,194
109,171
179,193
10,70
75,154
4,7
159,187
97,75
34,101
55,37
146,62
28,3
17,55
8,149
3,89
131,3
77,110
39,179
23,19
121,29
82,4
85,20
19,26
198,70
71,183
127,182
85,120
126,116
150,173
186,136
58,182
5,180
96,21
14,59
191,153
97,63
167,84
118,21
43,109
171,190
10,59
119,158
33,117
162,19
161,110
93,177
50,5
68,177
123,151
46,129
25,143
35,146
127,60
195,91
84,101
172,76
191,80
48,86
17,37
6,25
3,3
169,88
137,145
38,50
71,196
20,166
18,198
53,108
88,9
4,158
155,138
82,84
52,5
5,106
178,104
70,139
72,65
130,105
39,136
162,46
136,82
63,126
146,82
7,161
103,61
102,180
36,40
92,121
37,162
33,30
92,167
16,117
67,115
95,5
93,59
98,16
91,36
14,178
8,9
25,66
123,180
27,2
147,171
113,77
110,165
82,131
134,175
166,184
52,145
184,140
183,110
46,178
30,12
18,16
28,187
164,171
3,190
20,91
96,142
47,135
40,194
196,151
166,106
102,140
99,123
107,190
162,23
137,91
54,113
118,97
191,20
147,107
35,111
100,129
193,143
70,26
49,155
65,67
10,118
122,92
188,186
94,82
171,38
114,133
146,128
37,128
129,20
113,61
1,43
144,30
136,33
17,56
187,135
62,192
19,130
14,54
20,35
135,18
155,56
168,4
177,67
58,73
107,145
74,126
15,53
163,125
34,23
66,66
181,191
104,96
17,103
11,58
130,116
126,70
110,30
94,165
85,47
77,168
51,78
64,43
130,109
110,18
48,180
161,116
185,21
13,3
174,37
23,144
89,74
2,153
141,188
145,85
45,8
44,151
66,106
117,187
61,152
109,91
58,112
44,196
71,154
172,180
103,88
93,37
143,179
114,116
5,45
157,67
98,106
48,134
34,12
73,80
166,54
13,11
92,6
56,133
71,64
168,158
18,195
120,106
41,109
180,169
130,7
37,160
62,181
105,83
137,182
97,102
165,172
104,84
169,181
126,40
21,116
117,60
124,44
167,159
100,120
121,4
4,77
58,17
53,148
65,124
156,119
114,21
192,136
160,66
155,122
158,132
195,89
141,11
95,118
61,88
70,40
147,103
161,194
154,62
8,130
132,29
153,86
62,68
77,127
132,88
114,39
72,101
114,3
14,171
196,163
162,83
18,83
78,22
183,11
194,134
194,196
55,134
43,195
84,149
39,99
39,2
158,141
37,65
107,141
137,83
192,18
108,107
174,22
196,48
2,21
68,178
198,153
167,143
192,79
131,28
3,31
20,171
128,141
30,69
54,91
12,184
139,138
66,129
29,70
89,175
62,55
53,43
59,154
3,117
135,83
41,195
180,111
171,120
1,28
148,95
16,129
101,15
86,50
113,51
183,170
197,146
51,149
153,73
157,140
197,135
36,3
84,169
123,69
86,21
173,16
98,48
69,50
18,187
74,11
166,162
152,81
167,63
67,167
54,123
160,135
28,14
119,172
75,177
136,127
87,164
20,172
90,114
153,136
91,83
147,5
156,197
69,87
6,4
83,78
104,148
90,82
141,126
134,123
96,164
55,87
147,82
15,9
62,46
92,172
28,33
61,158
88,87
102,46
188,116
116,71
4,114
130,143
84,171
109,41
58,44
90,104
46,114
27,71
98,59
132,162
112,52
154,46
189,116
191,42
114,154
160,93
82,188
73,64
182,91
24,118
58,135
32,157
178,9
15,142
81,121
122,78
105,85
46,7
64,127
154,119
188,22
197,154
143,187
9,77
172,152
88,101
174,193
80,6
149,88
50,134
41,179
151,84
129,18
122,129
84,103
98,128
102,51
160,62
160,81
180,35
151,162
173,10
35,27
70,68
51,193
51,96
18,59
43,37
70,88
50,65
128,62
91,7
26,119
183,5
39,31
49,63
7,41
161,174
27,79
55,176
123,128
158,107
38,30
64,164
7,112
124,171
117,58
8,132
58,173
37,175
164,27
48,192
157,162
168,28
121,177
20,8
107,107
51,198
171,161
112,45
2,23
140,23
128,135
172,34
81,65
17,145
21,135
41,190
185,124
194,98
113,81
56,129
100,104
113,183
146,6
31,146
7,181
178,64
67,181
67,195
185,193
41,19
50,46
29,129
179,89
157,157
187,91
153,100
12,94
27,4
95,161
9,24
184,172
85,179
82,171
88,148
161,53
167,9
160,64
189,45
176,130
36,110
161,55
173,143
131,47
187,109
177,28
54,141
21,19
39,197
2,7
91,81
2,117
14,80
121,141
161,76
103,69
68,101
187,116
77,47
92,169
126,31
63,148
37,188
8,11
126,185
191,94
192,131
83,135
130,195
144,6
185,96
162,121
102,152
120,19
34,194
32,18
70,137
51,120
179,185
133,163
9,86
22,22
2,65
160,56
166,136
123,65
119,145
88,146
128,191
172,176
107,67
73,102
133,54
154,59
141,78
8,173
128,188
135,43
26,143
101,107
117,13
146,125
19,54
90,52
96,70
54,124
73,177
31,199
187,70
141,185
33,58
72,81
86,69
105,54
70,128
105,74
5,113
173,12
171,89
186,108
65,150
44,73
118,165
37,22
187,68
72,176
68,161
42,50
3,166
107,85
109,167
114,114
41,66
56,86
12,2
165,114
24,151
147,65
193,161
85,39
103,123
106,35
171,173
9,58
11,97
104,142
84,124
57,7
33,137
113,175
96,136
104,78
132,169
50,104
147,3
32,153
155,63
56,131
115,195
26,3
64,117
152,79
178,66
70,9
117,165
66,41
70,94
30,198
165,20
118,108
155,48
139,74
85,102
148,195
179,72
22,179
186,39
66,154
100,88
96,93
16,73
183,144
185,82
62,147
13,24
119,8
154,161
44,95
112,145
137,26
155,11
50,121
103,59
198,66
192,55
132,48
158,51
95,80
27,195
183,41
100,89
159,91
97,22
21,26
170,93
195,114
110,124
132,103
20,187
107,181
198,97
148,134
10,20
154,15
109,46
105,10
104,2
90,38
94,23
98,155
197,191
127,43
34,163
112,66
40,44
121,103
61,86
65,82
191,18
191,143
127,167
137,172
153,14
4,69
130,124
7,95
83,64
4,150
15,82
19,128
50,117
117,20
72,147
104,94
195,140
166,87
146,143
48,138
185,107
92,132
120,108
80,107
171,179
180,117
160,160
187,141
128,77
185,133
65,158
174,50
138,159
165,137
138,119
133,153
18,61
154,173
173,155
111,194
43,126
83,160
86,163
59,16
8,135
182,190
97,110
47,172
191,88
108,9
181,33
7,113
14,66
169,29
10,189
169,32
52,51
100,155
115,98
143,47
61,45
108,75
71,14
14,141
4,61
139,143
166,138
129,69
62,56
104,146
138,37
70,65
69,163
62,168
122,152
65,38
136,75
104,140
183,43
116,72
70,56
59,126
110,135
147,144
197,34
30,78
145,34
172,136
60,188
58,42
144,151
175,22
113,2
133,191
165,155
82,150
63,88
22,191
169,76
59,185
14,83
134,154
94,56
159,153
91,31
185,43
164,74
149,65
11,39
183,33
127,24
94,8
40,52
56,121
137,126
70,61
168,129
188,124
158,12
143,16
134,196
45,157
155,162
155,9
157,148
28,63
128,167
91,131
94,49
143,61
77,165
173,126
71,5
179,66
9,138
25,167
82,124
47,90
6,181
43,47
166,53
14,118
29,107
3,20
183,133
186,167
195,137
100,182
116,120
134,27
136,53
47,52
12,18
146,102
10,27
88,40
127,180
28,145
119,155
135,79
122,25
156,8
151,21
63,16
39,139
139,78
150,175
171,141
8,36
133,91
37,111
43,56
192,189
67,18
164,100
86,82
107,90
56,147
107,143
179,70
102,26
51,164
44,93
81,30
169,89
178,132
150,125
184,14
33,135
80,188
82,60
156,4
115,96
6,149
167,192
30,46
120,173
121,77
137,34
67,142
57,102
184,101
128,165
187,42
94,38
43,157
15,95
85,16
70,82
93,139
158,39
54,111
83,192
52,156
144,154
5,184
1,194
39,141
52,147
147,113
118,182
198,22
88,160
194,37
63,70
63,3
84,46
181,194
15,15
7,132
73,150
155,47
170,125
107,41
17,100
164,106
105,149
28,158
78,102
43,68
19,173
46,14
126,91
67,16
185,109
59,150
175,40
173,32
168,31
76,4
145,116
157,63
198,71
38,133
157,102
42,20
64,145
14,191
169,128
156,77
67,23
86,38
184,169
81,155
191,12
94,184
97,17
110,199
26,175
155,189
141,54
78,68
55,71
177,10
22,195
44,20
179,64
134,67
137,113
53,133
23,66
157,13
172,111
49,147
95,53
105,53
49,54
41,78
107,198
53,93
78,100
134,183
35,156
39,9
69,104
127,32
135,161
88,5
114,192
105,105
62,143
70,172
144,4
2,102
194,156
147,92
198,8
136,64
152,116
79,154
182,81
172,117
45,161
9,10
112,9
173,163
159,129
76,70
1,187
89,105
47,190
125,39
55,112
76,84
49,32
7,78
163,92
114,93
70,75
147,172
94,147
106,33
31,83
72,22
172,93
126,132
109,143
87,198
79,27
30,80
176,26
52,115
89,101
23,154
144,50
197,80
112,192
26,50
80,31
68,150
34,64
185,63
112,54
78,72
190,173
135,60
189,43
41,31
40,8
169,104
29,26
76,191
121,109
2,59
30,118
8,174
178,171
95,150
7,73
168,43
174,180
20,168
117,100
100,55
140,53
102,122
167,154
33,131
76,140
114,105
162,154
105,36
35,148
118,194
113,38
117,96
125,37
138,133
20,102
140,161
2,51
67,87
65,54
144,116
83,186
182,4
133,46
142,73
69,147
173,27
178,102
81,95
159,38
46,16
195,164
135,81
151,164
50,87
42,104
70,152
121,143
28,104
156,101
185,105
156,53
30,130
137,111
170,51
17,136
178,97
113,42
184,124
140,135
131,37
162,93
38,106
134,49
128,23
158,162
191,194
163,73
192,16
7,125
111,134
117,189
194,7
26,189
163,132
119,115
160,131
81,74
159,11
126,188
36,48
93,71
186,95
18,164
30,71
162,160
167,128
176,50
159,69
15,136
38,25
179,141
34,3
114,182
55,16
138,139
72,123
4,190
118,33
171,6
18,30
8,118
66,8
141,132
100,30
163,170
16,176
186,22
77,99
42,187
174,186
93,174
58,159
196,52
109,2
74,191
91,122
12,25
63,143
84,146
22,138
131,151
192,176
25,188
176,78
187,37
148,93
191,109
159,163
40,90
86,44
110,58
46,64
39,68
61,179
52,177
132,46
196,33
32,5
20,175
42,78
140,95
75,39
59,91
176,11
71,106
140,77
198,113
143,190
91,179
112,51
45,177
31,24
21,86
170,73
192,11
122,189
82,152
15,110
35,169
112,86
84,173
41,45
61,18
165,53
55,158
16,109
81,190
100,171
92,157
61,102
127,127
58,125
93,26
15,5
27,6
151,170
86,191
160,37
177,25
172,88
114,196
104,121
127,6
80,167
61,16
159,151
121,79
115,71
115,193
114,51
120,89
153,164
43,87
42,71
167,3
147,94
148,28
20,2
5,63
189,83
52,26
194,164
52,28
87,53
41,17
145,181
146,184
22,43
142,140
63,35
30,3
196,147
102,41
180,74
33,197
175,86
150,134
8,76
9,183
197,178
86,17
24,20
3,192
103,54
111,69
94,58
90,50
126,80
24,84
195,56
71,25
51,122
173,60
65,165
39,184
125,171
97,139
96,62
33,126
143,69
197,181
117,51
95,116
194,99
7,58
87,10
198,77
141,113
3,104
9,71
29,54
53,116
87,153
78,96
135,124
158,46
72,64
9,131
32,166
66,54
116,196
112,84
164,17
67,175
62,15
35,133
160,39
115,102
106,94
178,169
52,123
89,145
56,15
182,8
43,164
131,171
124,104
177,17
142,75
21,176
119,136
96,79
19,19
151,12
101,191
73,129
161,88
16,61
112,135
167,36
99,68
123,131
57,154
9,60
72,73
58,131
122,108
165,166
138,75
126,15
170,2
104,47
21,21
110,32
61,109
121,156
177,92
6,158
14,104
